Wavelength,Intensity
292.75,10.644761904761905
294.42499999999995,12.051904761904762
296.1,13.778095238095238
297.775,15.192380952380951
299.45,16.906666666666666
301.125,18.506666666666668
302.79999999999995,20.016190476190477
304.475,21.423333333333332
306.15,22.842380952380953
307.825,24.16857142857143
309.5,25.44
311.17499999999995,26.37095238095238
312.85,27.14
314.525,27.92809523809524
316.2,28.385238095238094
317.875,28.747142857142858
319.54999999999995,28.809047619047618
321.225,28.513809523809524
322.9,28.082857142857144
324.575,27.05666666666667
326.25,25.856666666666666
327.92499999999995,24.713809523809523
329.6,23.447142857142858
331.275,21.916190476190476
332.95,20.351904761904763
334.625,18.79714285714286
336.29999999999995,17.387619047619047
337.975,16.073333333333334
339.65,14.901904761904763
341.325,13.828095238095239
343.0,12.97809523809524
344.67499999999995,12.301904761904762
346.35,11.475714285714286
348.025,10.675714285714285
349.7,9.761428571428572
351.375,9.073333333333334
353.04999999999995,8.33047619047619
354.725,7.685238095238095
356.4,6.837619047619048
358.075,6.204285714285714
359.75,5.6519047619047615
361.42499999999995,5.304285714285713
363.1,4.890000000000001
364.775,4.870952380952382
366.45,4.454285714285714
368.125,4.423333333333334
369.79999999999995,4.34
371.475,4.192380952380953
373.15,4.047142857142857
374.825,4.023333333333333
376.5,4.137619047619047
378.17499999999995,4.213809523809523
379.85,4.220952380952381
381.525,4.437619047619048
383.2,4.7090476190476185
384.875,4.9852380952380955
386.54999999999995,5.144761904761905
388.225,5.625714285714286
389.9,5.913809523809524
391.575,6.259047619047619
393.25,6.668571428571429
394.92499999999995,7.380476190476191
396.6,7.811428571428571
398.275,8.354285714285714
399.95,8.787619047619048
401.625,9.161428571428571
403.29999999999995,9.675714285714285
404.975,10.118571428571428
406.65,10.64952380952381
408.325,11.225714285714286
410.0,11.706666666666667
411.67499999999995,11.963809523809523
413.35,12.585238095238095
415.025,13.104285714285714
416.7,13.618571428571428
418.375,14.34
420.05,14.797142857142859
421.725,15.342380952380953
423.4,15.816190476190478
425.075,16.223333333333333
426.75,16.78047619047619
428.425,17.225714285714286
430.1,17.64
431.775,18.02095238095238
433.45,18.48761904761905
435.125,19.044761904761906
436.8,19.00904761904762
438.475,19.094761904761906
440.15,19.39952380952381
441.825,19.723333333333333
443.5,19.78761904761905
445.175,19.913809523809523
446.85,19.97809523809524
448.525,20.068571428571428
450.2,19.925714285714285
451.875,19.69952380952381
453.55,19.63047619047619
455.225,19.420952380952382
456.9,19.45904761904762
458.575,19.337619047619047
460.25,19.22809523809524
461.925,19.004285714285714
463.6,18.966190476190476
465.275,18.809047619047618
466.95,18.813809523809525
468.625,18.792380952380952
470.3,18.568571428571428
471.975,18.39
473.65,18.254285714285714
475.325,18.204285714285714
477.0,18.016190476190477
478.675,17.77809523809524
480.35,17.69238095238095
482.025,17.47809523809524
483.7,17.154285714285713
485.375,17.006666666666668
487.05,16.606666666666666
488.725,16.27809523809524
490.4,15.775714285714287
492.075,15.475714285714286
493.75,15.023333333333333
495.425,14.773333333333333
497.1,14.32095238095238
498.775,13.949523809523809
500.45,13.735238095238095
502.125,13.55904761904762
503.8,13.370952380952382
505.475,13.49952380952381
507.15,14.056666666666667
508.825,14.587619047619047
510.5,15.566190476190478
512.175,16.773333333333333
513.85,18.092380952380953
515.525,19.075714285714287
517.2,20.04714285714286
518.875,20.863809523809525
520.55,21.30666666666667
522.225,21.59
523.9,21.76142857142857
525.575,21.456666666666667
527.25,21.180476190476192
528.925,20.554285714285715
530.6,20.216190476190476
532.275,20.066190476190478
533.95,19.46142857142857
535.625,18.756666666666668
537.3,18.170952380952382
538.975,17.64952380952381
540.65,17.104285714285716
542.325,16.513809523809524
544.0,15.816190476190478
545.675,15.244761904761905
547.35,14.716190476190476
549.025,14.197142857142858
550.7,13.735238095238095
552.375,13.34952380952381
554.05,13.056666666666667
555.725,12.718571428571428
557.4,12.237619047619049
559.075,11.611428571428572
560.75,11.178095238095239
562.425,10.844761904761905
564.1,10.616190476190477
565.775,10.328095238095239
567.45,10.087619047619048
569.125,9.787619047619048
570.8,9.516190476190477
572.475,9.216190476190476
574.15,8.93047619047619
575.825,8.747142857142858
577.5,8.501904761904763
579.175,8.206666666666667
580.85,7.701904761904762
582.525,7.606666666666667
584.2,7.1899999999999995
585.875,6.949523809523809
587.55,6.570952380952381
589.225,6.113809523809524
590.9,5.592380952380951
592.575,5.042380952380952
594.25,4.578095238095237
595.925,4.109047619047619
597.6,3.575714285714285
599.275,3.101904761904762
600.95,2.537619047619047
602.625,2.123333333333333
604.3,1.5995238095238093
605.975,1.161428571428571
607.65,0.5923809523809522
609.325,0.19714285714285706
