Wavelength,Intensity
298.3333333333333,21.944285714285712
300.56666666666666,24.875238095238096
302.79999999999995,27.487142857142857
305.0333333333333,30.125238095238096
307.26666666666665,32.77761904761905
309.5,35.42523809523809
311.73333333333335,38.18
313.9666666666667,40.820476190476185
316.2,43.60857142857142
318.43333333333334,45.999047619047616
320.66666666666663,48.37047619047619
322.9,50.09190476190476
325.1333333333333,52.25857142857143
327.3666666666667,53.65380952380952
329.6,55.118095238095236
331.8333333333333,56.499047619047616
334.06666666666666,57.12761904761905
336.29999999999995,57.02047619047619
338.5333333333333,56.999047619047616
340.76666666666665,56.044285714285714
343.0,54.76333333333333
345.23333333333335,53.35619047619048
347.4666666666667,51.48
349.7,49.18238095238095
351.93333333333334,47.09190476190476
354.16666666666663,44.703809523809525
356.4,42.20142857142857
358.6333333333333,39.71095238095238
360.8666666666667,37.82285714285714
363.1,36.10857142857142
365.3333333333333,34.320476190476185
367.56666666666666,32.439523809523806
369.79999999999995,31.010952380952382
372.0333333333333,29.294285714285714
374.26666666666665,27.070476190476185
376.5,25.339523809523804
378.73333333333335,23.880000000000003
380.9666666666667,22.08952380952381
383.2,20.20857142857143
385.43333333333334,18.196666666666665
387.66666666666663,17.087142857142858
389.9,16.010952380952382
392.1333333333333,14.875238095238094
394.3666666666667,14.056190476190475
396.6,13.15142857142857
398.83333333333337,12.732380952380952
401.06666666666666,12.746666666666668
403.29999999999995,12.539523809523809
405.5333333333333,12.679999999999998
407.76666666666665,12.503809523809524
410.0,12.689523809523807
412.23333333333335,12.551428571428572
414.4666666666667,12.925238095238095
416.7,13.108571428571429
418.93333333333334,13.834761904761903
421.16666666666663,14.282380952380953
423.4,14.94190476190476
425.6333333333333,15.506190476190477
427.8666666666667,16.432380952380953
430.1,17.432380952380953
432.3333333333333,18.010952380952382
434.56666666666666,19.215714285714284
436.8,20.380000000000003
439.0333333333333,21.584761904761905
441.26666666666665,22.87761904761905
443.5,23.95857142857143
445.73333333333335,24.48952380952381
447.9666666666667,25.334761904761905
450.2,26.077619047619045
452.43333333333334,26.777619047619048
454.66666666666663,27.18
456.9,27.182380952380953
459.1333333333333,27.182380952380953
461.3666666666667,27.103809523809524
463.6,27.35142857142857
465.8333333333333,28.003809523809522
468.06666666666666,28.78
470.3,29.737142857142857
472.5333333333333,30.694285714285712
474.76666666666665,31.563333333333333
477.0,32.33
479.23333333333335,33.00857142857143
481.4666666666667,33.59428571428571
483.7,34.301428571428566
485.93333333333334,34.82285714285714
488.1666666666667,35.446666666666665
490.4,35.834761904761905
492.6333333333333,36.294285714285714
494.8666666666667,36.56095238095238
497.1,37.29190476190476
499.3333333333333,37.353809523809524
501.56666666666666,37.37047619047619
503.8,37.55619047619047
506.0333333333333,37.839523809523804
508.26666666666665,37.894285714285715
510.5,37.644285714285715
512.7333333333333,37.59190476190476
514.9666666666667,37.472857142857144
517.2,37.36095238095238
519.4333333333333,37.275238095238095
521.6666666666666,37.19428571428571
523.9,37.137142857142855
526.1333333333333,36.972857142857144
528.3666666666667,36.715714285714284
530.6,36.61571428571428
532.8333333333334,36.42761904761905
535.0666666666667,36.45619047619047
537.3,36.15380952380952
539.5333333333333,35.95142857142857
541.7666666666667,35.879999999999995
544.0,35.61095238095238
546.2333333333333,35.268095238095235
548.4666666666667,35.25142857142857
550.7,34.875238095238096
552.9333333333333,34.62047619047619
555.1666666666666,34.16571428571428
557.4,33.834761904761905
559.6333333333333,33.406190476190474
561.8666666666667,32.82523809523809
564.1,32.27047619047619
566.3333333333334,31.72523809523809
568.5666666666667,31.27285714285714
570.8,30.539523809523807
573.0333333333333,29.953809523809525
575.2666666666667,29.215714285714284
577.5,28.589523809523804
579.7333333333333,28.334761904761905
581.9666666666667,29.44190476190476
584.2,31.38238095238095
586.4333333333334,33.49190476190476
588.6666666666666,35.86095238095238
590.9,38.10619047619048
593.1333333333333,40.84904761904762
595.3666666666667,43.287142857142854
597.6,45.584761904761905
599.8333333333334,47.39190476190476
602.0666666666667,48.618095238095236
604.3,49.48238095238095
606.5333333333333,50.096666666666664
608.7666666666667,50.037142857142854
611.0,50.03952380952381
613.2333333333333,49.4347619047619
615.4666666666667,48.67761904761905
617.7,47.92047619047619
619.9333333333334,47.21333333333333
622.1666666666666,45.899047619047614
624.4,44.477619047619044
626.6333333333333,43.453809523809525
628.8666666666667,41.92047619047619
631.1,40.86095238095238
633.3333333333334,39.413333333333334
635.5666666666666,38.11333333333333
637.8,36.91571428571428
640.0333333333333,35.544285714285714
642.2666666666667,34.43238095238095
644.5,33.36095238095238
646.7333333333333,32.268095238095235
648.9666666666667,31.40380952380952
651.2,29.953809523809525
653.4333333333334,28.937142857142852
655.6666666666666,27.753809523809522
657.9,26.894285714285715
660.1333333333333,25.877619047619042
662.3666666666667,25.07285714285714
664.6,24.210952380952378
666.8333333333334,23.81809523809524
669.0666666666666,23.24666666666667
671.3,22.634761904761902
673.5333333333333,22.032380952380954
675.7666666666667,21.28
678.0,20.468095238095238
680.2333333333333,20.08238095238095
682.4666666666667,19.68
684.7,19.11333333333333
686.9333333333334,18.439523809523806
689.1666666666666,17.539523809523807
691.4,16.58952380952381
693.6333333333333,15.870476190476191
695.8666666666667,14.713333333333333
698.1,13.58
700.3333333333334,12.356190476190475
702.5666666666666,11.165714285714285
704.8,10.087142857142856
707.0333333333333,8.97047619047619
709.2666666666667,7.768095238095238
711.5,6.322857142857142
713.7333333333333,4.68
715.9666666666667,3.5061904761904756
718.2,1.9585714285714282
720.4333333333334,0.8395238095238096
